1	0.0	4000	4000
2	0.0	4000	4000
3	0.0	4000	4000
4	0.0	4000	4000
5	0.0	4000	4000
6	0.0	4000	4000
7	0.0	4000	4000
8	0.0	4000	4000
9	0.0	4000	4000
10	0.0	4000	4000
11	0.0	4000	4000
12	4.6	4000	4000
13	4.2	4000	4000
14	3.9	4000	4000
15	3.7	4000	4000
16	3.4	4000	3702.5
17	3.2	4000	3702.5
18	14.1	4000	3720.5
19	13.3	4000	3720.5
20	12.7	4000	3720.5
21	12.0	4000	3720.5
22	11.5	4000	3720.5
23	11.0	4000	3720.5
24	18.8	4000	3738.5
25	72.2	4000	3466.5
26	69.4	4000	3466.5
27	66.8	4000	3466.5
28	64.4	4000	3466.5
29	62.2	4000	3466.5
30	66.8	4000	3484.5
31	64.6	4000	3484.5
32	62.6	4000	3484.5
33	60.7	4000	3484.5
34	98.7	4000	3212.5
35	95.9	4000	3212.5
36	98.7	4000	3230.5
37	96.1	4000	3230.5
38	93.5	4000	3230.5
39	91.1	4000	3230.5
40	88.9	4000	3230.5
41	86.7	4000	3230.5
42	89.3	4000	3248.5
43	118.7	4000	2976.5
44	116.0	4000	2976.5
45	113.5	4000	2976.5
46	111.0	4000	2976.5
47	108.6	4000	2976.5
48	110.5	4000	2994.5
49	108.2	4000	2994.5
50	106.1	4000	2994.5
51	104.0	4000	2994.5
52	128.0	4000	2722.5
53	125.6	4000	2722.5
54	126.9	4000	2740.5
55	124.6	4000	2740.5
56	122.4	4000	2740.5
57	120.3	4000	2740.5
58	118.2	4000	2740.5
59	116.2	4000	2740.5
60	117.6	4000	2758.5
61	137.8	4000	2486.5
62	135.6	4000	2486.5
63	133.4	4000	2486.5
64	131.4	4000	2486.5
65	129.3	4000	2486.5
66	130.4	4000	2504.5
67	128.4	4000	2504.5
68	126.5	4000	2504.5
69	124.7	4000	2504.5
70	142.3	4000	2232.5
71	140.3	4000	2232.5
72	141.1	4000	2250.5
73	139.1	4000	2250.5
74	137.2	4000	2250.5
75	135.4	4000	2250.5
76	133.6	4000	2250.5
77	131.9	4000	2250.5
78	132.7	4000	2268.5
79	148.2	4000	1996.5
80	146.3	4000	1996.5
81	144.5	4000	1996.5
82	142.8	4000	1996.5
83	141.1	4000	1996.5
84	140.0	4000	2014.5
85	138.4	4000	2014.5
86	136.8	4000	2014.5
87	135.2	4000	1717
88	133.7	4000	1717
89	132.2	4000	1717
90	132.9	4000	1735
91	131.4	4000	1735
92	130.0	4000	1735
93	128.6	4000	1735
94	127.2	4000	1735
95	125.9	4000	1735
96	140.8	4000	1481
97	139.3	4000	1481
98	137.9	4000	1481
99	136.5	4000	1481
100	135.1	4000	1481
101	133.8	4000	1481
102	134.4	4000	1499
103	133.1	4000	1499
104	131.8	4000	1499
105	143.5	4000	1227
106	142.1	4000	1227
107	140.8	4000	1227
108	141.3	4000	1245
109	140.0	4000	1245
110	138.7	4000	1245
111	137.5	4000	1245
112	136.3	4000	1245
113	135.1	4000	1245
114	147.5	4000	991
115	146.2	4000	991
116	144.9	4000	991
117	143.7	4000	991
118	142.5	4000	991
119	141.3	4000	991
120	141.8	4000	1009
121	140.6	4000	1009
122	139.4	4000	1009
123	149.3	4000	737
124	148.1	4000	737
125	146.9	4000	737
126	147.3	4000	755
127	146.2	4000	755
128	145.0	4000	755
129	143.9	4000	755
130	142.8	4000	755
131	141.7	4000	755
132	152.4	4000	501
133	151.2	4000	501
134	150.1	4000	501
135	149.0	4000	501
136	147.9	4000	501
137	146.8	4000	501
138	147.2	4000	519
139	146.1	4000	519
140	145.1	4000	519
141	153.7	4000	247
142	152.6	4000	247
143	151.5	4000	247
144	151.8	4000	265
145	150.8	4000	265
146	149.8	4000	265
147	148.7	4000	265
148	147.7	4000	265
149	146.7	4000	265
150	147.1	4000	303
151	146.1	4000	303
152	145.1	4000	303
153	144.2	4000	303
154	143.3	4000	303
155	142.3	4000	303
156	141.8	4000	341
157	140.9	4000	341
158	140.0	4000	341
159	139.1	4000	341
160	138.2	4000	341
161	137.4	4000	341
162	145.2	4000	87
163	144.3	4000	87
164	143.4	4000	87
165	142.6	4000	87
166	141.7	4000	87
167	140.9	4000	87
168	140.4	4000	125
169	139.5	4000	125
170	138.7	4000	125
171	137.9	4000	125
172	137.1	4000	125
173	136.3	4000	125
174	135.8	4000	163
175	135.1	4000	163
176	134.3	4000	163
177	133.5	4000	163
178	132.8	4000	163
179	132.0	4000	163
180	131.6	4000	201
181	130.9	4000	201
182	130.2	4000	201
183	129.5	4000	201
184	128.8	4000	201
185	128.1	4000	201
186	127.7	4000	239
187	127.0	4000	239
188	126.3	4000	239
189	125.6	4000	239
190	125.0	4000	239
191	124.3	4000	239
192	123.7	4000	257
193	123.0	4000	257
194	122.4	4000	257
195	121.8	4000	257
196	121.2	4000	257
197	120.5	4000	257
198	120.2	4000	295
199	119.6	4000	295
200	119.0	4000	295
201	118.4	4000	295
202	117.8	4000	295
203	117.2	4000	295
204	116.9	4000	333
205	116.4	4000	333
206	115.8	4000	333
207	115.2	4000	333
208	114.7	4000	333
209	114.1	4000	333
210	120.3	4000	79
211	119.7	4000	79
212	119.2	4000	79
213	118.6	4000	79
214	118.1	4000	79
215	117.5	4000	79
216	117.2	4000	117
217	116.7	4000	117
218	116.1	4000	117
219	115.6	4000	117
220	115.1	4000	117
221	114.6	4000	117
222	114.3	4000	155
223	113.8	4000	155
224	113.3	4000	155
225	112.8	4000	155
226	112.3	4000	155
227	111.8	4000	155
228	111.5	4000	193
229	111.0	4000	193
230	110.6	4000	193
231	110.1	4000	193
232	109.6	4000	193
233	109.1	4000	193
234	108.9	4000	231
235	108.4	4000	231
236	108.0	4000	231
237	107.5	4000	231
238	107.1	4000	231
239	106.6	4000	231
240	106.4	4000	269
241	106.0	4000	269
242	105.5	4000	269
243	105.1	4000	269
244	104.7	4000	269
245	104.2	4000	269
246	104.0	4000	307
247	103.6	4000	307
248	103.2	4000	307
249	102.8	4000	307
250	102.4	4000	307
251	102.0	4000	307
252	101.8	4000	345
253	101.4	4000	345
254	101.0	4000	345
255	100.6	4000	345
256	100.2	4000	345
257	99.8	4000	345
258	104.9	4000	91
259	104.5	4000	91
260	104.1	4000	91
261	103.7	4000	91
262	103.3	4000	91
263	102.9	4000	91
264	102.7	4000	129
265	102.3	4000	129
266	101.9	4000	129
267	101.5	4000	129
268	101.2	4000	129
269	100.8	4000	129
270	100.6	4000	167
271	100.3	4000	167
272	99.9	4000	167
273	99.5	4000	167
274	99.2	4000	167
275	98.8	4000	167
276	98.6	4000	205
277	98.3	4000	205
278	97.9	4000	205
279	97.6	4000	205
280	97.2	4000	205
281	96.9	4000	205
282	96.7	4000	243
283	96.4	4000	243
284	96.0	4000	243
285	95.7	4000	243
286	95.4	4000	243
287	95.0	4000	243
288	94.9	4000	281
289	94.6	4000	281
290	94.3	4000	281
291	93.9	4000	281
292	93.6	4000	281
293	93.3	4000	281
294	93.2	4000	319
295	92.8	4000	319
296	92.5	4000	319
297	92.2	4000	319
298	91.9	4000	319
299	91.6	4000	319
300	91.5	4000	357
301	91.2	4000	357
302	90.9	4000	357
303	90.6	4000	357
304	90.3	4000	357
305	90.0	4000	59.5
306	90.3	4000	77.5
307	90.0	4000	77.5
308	89.7	4000	77.5
309	89.5	4000	77.5
310	89.2	4000	77.5
311	88.9	4000	77.5
312	89.2	4000	115.5
313	88.9	4000	115.5
314	88.7	4000	115.5
315	88.4	4000	115.5
316	88.1	4000	115.5
317	87.8	4000	115.5
318	88.2	4000	153.5
319	87.9	4000	153.5
320	87.6	4000	153.5
321	87.3	4000	153.5
322	87.1	4000	153.5
323	86.8	4000	153.5
324	87.1	4000	191.5
325	86.9	4000	191.5
326	86.6	4000	191.5
327	86.3	4000	191.5
328	86.1	4000	191.5
329	85.8	4000	191.5
330	86.2	4000	229.5
331	85.9	4000	229.5
332	85.6	4000	229.5
333	85.4	4000	229.5
334	85.1	4000	229.5
335	84.9	4000	229.5
336	85.2	4000	267.5
337	85.0	4000	267.5
338	84.7	4000	267.5
339	84.5	4000	267.5
340	84.2	4000	267.5
341	84.0	4000	267.5
342	84.3	4000	305.5
343	84.0	4000	305.5
344	83.8	4000	305.5
345	83.6	4000	305.5
346	83.3	4000	305.5
347	83.1	4000	305.5
348	83.4	4000	343.5
349	83.2	4000	343.5
350	82.9	4000	343.5
351	82.7	4000	343.5
352	82.5	4000	343.5
353	82.2	4000	343.5
354	86.4	4000	89.5
355	86.1	4000	89.5
356	85.9	4000	89.5
357	85.7	4000	89.5
358	85.4	4000	89.5
359	85.2	4000	89.5
360	85.5	4000	127.5
361	85.3	4000	127.5
362	85.0	4000	127.5
363	84.8	4000	127.5
364	84.6	4000	127.5
365	84.3	4000	127.5
366	84.6	4000	165.5
367	84.4	4000	165.5
368	84.2	4000	165.5
369	83.9	4000	165.5
370	83.7	4000	165.5
371	83.5	4000	165.5
372	83.4	4000	203.5
373	83.2	4000	203.5
374	83.0	4000	203.5
375	82.7	4000	203.5
376	82.5	4000	203.5
377	82.3	4000	203.5
378	82.1	4000	221.5
379	81.9	4000	221.5
380	81.7	4000	221.5
381	81.4	4000	221.5
382	81.2	4000	221.5
383	81.0	4000	221.5
384	80.9	4000	259.5
385	80.7	4000	259.5
386	80.5	4000	259.5
387	80.3	4000	259.5
388	80.1	4000	259.5
