L 700, -653, 437, 700, -653, 43, 153, 153, 153
L 700, -653, 43, 698, -653, 43, 153, 153, 153
L 698, -653, 43, 696, -709, 48, 153, 153, 153
L 696, -709, 48, 551, -712, 48, 153, 153, 153
L 551, -712, 48, 551, -537, 98, 153, 153, 153
L 551, -537, 98, 556, -536, 98, 153, 153, 153
L 556, -536, 98, 556, -436, 98, 153, 153, 153
L 556, -436, 98, 526, -404, 98, 153, 153, 153
L 526, -404, 98, 507, -433, 98, 153, 153, 153
L 507, -433, 98, 461, -433, 98, 153, 153, 153
L 461, -433, 98, 460, -331, 96, 153, 153, 153
L 460, -331, 96, 495, -331, 96, 153, 153, 153
L 495, -331, 96, 514, -316, 96, 153, 153, 153
L 514, -316, 96, 514, -299, 96, 153, 153, 153
L 514, -299, 96, 495, -284, 96, 153, 153, 153
L 495, -284, 96, 454, -284, 96, 153, 153, 153
L 454, -284, 96, 454, -181, 96, 153, 153, 153
L 454, -181, 96, 464, -181, 96, 153, 153, 153
L 464, -181, 96, 464, -176, 96, 153, 153, 153
L 464, -176, 96, 517, -176, 96, 153, 153, 153
L 517, -176, 96, 517, -181, 96, 153, 153, 153
L 517, -181, 96, 522, -181, 96, 153, 153, 153
L 522, -181, 96, 522, -229, 96, 153, 153, 153
L 522, -229, 96, 518, -229, 96, 153, 153, 153
L 518, -229, 96, 517, -241, 96, 153, 153, 153
L 517, -241, 96, 530, -240, 97, 153, 153, 153
L 530, -240, 97, 529, -168, 136, 153, 153, 153
L 529, -168, 136, 451, -169, 171, 153, 153, 153
L 451, -169, 171, 402, -170, 171, 153, 153, 153
L 402, -170, 171, 432, -274, 171, 153, 153, 153
L 432, -274, 171, 427, -295, 171, 153, 153, 153
L 427, -295, 171, 401, -317, 171, 153, 153, 153
L 401, -317, 171, 384, -324, 171, 153, 153, 153
L 384, -324, 171, 278, -294, 171, 153, 153, 153
L 278, -294, 171, 278, -330, 171, 153, 153, 153
L 581, -399, 1718, 581, -399, 171, 0, 255, 255
L 581, -399, 171, 634, -399, 171, 0, 255, 255
L 634, -399, 171, 635, -410, 171, 0, 255, 255
L 635, -410, 171, 640, -415, 171, 0, 255, 255
L 640, -415, 171, 640, -419, 171, 0, 255, 255
L 640, -419, 171, 635, -425, 171, 0, 255, 255
L 635, -425, 171, 635, -439, 171, 0, 255, 255
L 635, -439, 171, 693, -439, 171, 0, 255, 255
L 693, -439, 171, 693, -426, 171, 0, 255, 255
L 693, -426, 171, 688, -421, 171, 0, 255, 255
L 688, -421, 171, 688, -415, 171, 0, 255, 255
L 688, -415, 171, 693, -409, 171, 0, 255, 255
L 693, -409, 171, 692, -320, 171, 0, 255, 255
L 692, -320, 171, 688, -316, 171, 0, 255, 255
L 688, -316, 171, 688, -309, 171, 0, 255, 255
L 688, -309, 171, 693, -304, 171, 0, 255, 255
L 693, -304, 171, 693, -291, 171, 0, 255, 255
L 693, -291, 171, 635, -291, 171, 0, 255, 255
L 635, -291, 171, 635, -304, 171, 0, 255, 255
L 635, -304, 171, 640, -311, 171, 0, 255, 255
L 640, -311, 171, 640, -315, 171, 0, 255, 255
L 640, -315, 171, 635, -321, 171, 0, 255, 255
L 635, -321, 171, 635, -330, 171, 0, 255, 255
L 635, -330, 171, 578, -331, 171, 0, 255, 255
L 540, -331, 1718, 540, -331, 171, 0, 255, 255
L 540, -331, 171, 278, -331, 171, 0, 255, 255
L 541, -399, 1718, 541, -399, 171, 0, 255, 255
L 541, -399, 171, 210, -399, 171, 0, 255, 255
L 210, -399, 1718, 210, -399, 171, 153, 153, 153
L 210, -399, 171, 210, -275, 171, 153, 153, 153
