L 116, 785, 0, 116, 845, 0, 0, 0, 0
L 678, -74, 0, 716, -74, 0, 0, 0, 0
L 634, 641, 0, 626, 633, 0, 0, 0, 0
L -214, 252, 0, -234, 252, 0, 0, 0, 0
L 682, 716, 0, 694, 704, 0, 0, 0, 0
L -106, 207, 0, -110, 203, 0, 0, 0, 0
L -88, 334, 0, -88, 414, 0, 0, 0, 0
L 527, 60, 0, 520, 60, 0, 0, 0, 0
L 669, -814, 0, 681, -802, 0, 0, 0, 0
L 691, -728, 0, 682, -737, 0, 0, 0, 0
L 87, -751, 0, 154, -818, 0, 0, 0, 0
L 835, -78, 0, 835, -74, 0, 0, 0, 0
L 667, -21, 0, 677, -12, 0, 0, 0, 0
L 567, -657, 0, 527, -617, 0, 0, 0, 0
L 734, -347, 0, 749, -332, 0, 0, 0, 0
L 53, -197, 0, 66, -210, 0, 0, 0, 0
L 874, -332, 0, 858, -348, 0, 0, 0, 0
L 701, -782, 0, 687, -796, 0, 0, 0, 0
L 394, -511, 0, 424, -511, 0, 0, 0, 0
L -317, 184, 0, -313, 187, 0, 0, 0, 0
L -85, 621, 0, -82, 624, 0, 0, 0, 0
L 849, -113, 0, 841, -121, 0, 0, 0, 0
L 720, -79, 0, 717, -76, 0, 0, 0, 0
L 649, 584, 0, 646, 586, 0, 0, 0, 0
L 535, 183, 0, 546, 172, 0, 0, 0, 0
L 630, -3, 0, 630, -10, 0, 0, 0, 0
L -274, 260, 0, -274, 280, 0, 0, 0, 0
L -83, 269, 0, -114, 300, 0, 0, 0, 0
L -12, 676, 0, -20, 684, 0, 0, 0, 0
L 740, -276, 0, 749, -268, 0, 0, 0, 0
L -213, 852, 0, -213, 897, 0, 0, 0, 0
L 673, 599, 0, 666, 592, 0, 0, 0, 0
L 707, -226, 0, 699, -234, 0, 0, 0, 0
L 377, -165, 0, 377, -109, 0, 0, 0, 0
L -416, 512, 0, -419, 508, 0, 0, 0, 0
L 736, -121, 0, 729, -127, 0, 0, 0, 0
L 815, -302, 0, 815, -298, 0, 0, 0, 0
L -251, 611, 0, -211, 611, 0, 0, 0, 0
L 560, 839, 0, 560, 875, 0, 0, 0, 0
L 450, 235, 0, 445, 230, 0, 0, 0, 0
L -222, 131, 0, -211, 142, 0, 0, 0, 0
L -214, 182, 0, -214, 142, 0, 0, 0, 0
L 525, 194, 0, 518, 201, 0, 0, 0, 0
L -261, 192, 0, -273, 181, 0, 0, 0, 0
L 100, -397, 0, 99, -399, 0, 0, 0, 0
L -31, 217, 0, -38, 224, 0, 0, 0, 0
L -51, 237, 0, -44, 230, 0, 0, 0, 0
L 692, -787, 0, 682, -798, 0, 0, 0, 0
L 618, -359, 0, 659, -318, 0, 0, 0, 0
L -13, 674, 0, -12, 676, 0, 0, 0, 0
L 33, 786, 0, 33, 845, 0, 0, 0, 0
L -161, 632, 0, -161, 651, 0, 0, 0, 0
L 864, -278, 0, 855, -269, 0, 0, 0, 0
L 477, 265, 0, 484, 272, 0, 0, 0, 0
L 13, -118, 0, 11, -120, 0, 0, 0, 0
L 820, 503, 0, 833, 489, 0, 0, 0, 0
L 14, -119, 0, 11, -123, 0, 0, 0, 0
L 257, 898, 0, 257, 875, 0, 0, 0, 0
L -3, -239, 0, 37, -239, 0, 0, 0, 0
L -98, 718, 0, -86, 706, 0, 0, 0, 0
L 562, 182, 0, 548, 168, 0, 0, 0, 0
L 692, 702, 0, 695, 700, 0, 0, 0, 0
L 666, 592, 0, 673, 599, 0, 0, 0, 0
L 803, -135, 0, 787, -119, 0, 0, 0, 0
L 829, -136, 0, 831, -134, 0, 0, 0, 0
L 828, -133, 0, 831, -131, 0, 0, 0, 0
L 844, -120, 0, 847, -118, 0, 0, 0, 0
L 794, -353, 0, 805, -364, 0, 0, 0, 0
L -82, 665, 0, -84, 667, 0, 0, 0, 0
L 69, -210, 0, 54, -195, 0, 0, 0, 0
L 639, -679, 0, 633, -684, 0, 0, 0, 0
L 139, 833, 0, 139, 868, 0, 0, 0, 0
L -82, 662, 0, -86, 666, 0, 0, 0, 0
L 639, 591, 0, 631, 598, 0, 0, 0, 0
L 321, -249, 0, 321, -236, 0, 0, 0, 0
L -188, 250, 0, -188, 269, 0, 0, 0, 0
L -86, 188, 0, -94, 196, 0, 0, 0, 0
L -66, 182, 0, -72, 177, 0, 0, 0, 0
L 629, -750, 0, 625, -746, 0, 0, 0, 0
L 805, -15, 0, 776, -44, 0, 0, 0, 0
L 447, -531, 0, 468, -531, 0, 0, 0, 0
L 380, 990, 0, 403, 990, 0, 0, 0, 0
L 662, 515, 0, 662, 472, 0, 0, 0, 0
L 419, 503, 0, 422, 503, 0, 0, 0, 0
L 523, 898, 0, 523, 875, 0, 0, 0, 0
L 835, -74, 0, 835, -78, 0, 0, 0, 0
L 253, 3, 0, 208, 48, 0, 0, 0, 0
L 832, -246, 0, 835, -249, 0, 0, 0, 0
L 652, 578, 0, 660, 586, 0, 0, 0, 0
L -312, 118, 0, -307, 113, 0, 0, 0, 0
L -222, 131, 0, -211, 142, 0, 0, 0, 0
L 253, 36, 0, 333, 36, 0, 0, 0, 0
L -454, 608, 0, -421, 575, 0, 0, 0, 0
L -82, 268, 0, -83, 266, 0, 0, 0, 0
L 769, 554, 0, 788, 535, 0, 0, 0, 0
L 527, -617, 0, 567, -657, 0, 0, 0, 0
L 694, 664, 0, 682, 652, 0, 0, 0, 0
L 629, -184, 0, 629, -159, 0, 0, 0, 0
L -47, 199, 0, -48, 197, 0, 0, 0, 0
L -286, 134, 0, -288, 131, 0, 0, 0, 0
L -53, 236, 0, -45, 228, 0, 0, 0, 0
L 681, -762, 0, 669, -750, 0, 0, 0, 0
L 717, -364, 0, 702, -364, 0, 0, 0, 0
L 645, 585, 0, 652, 578, 0, 0, 0, 0
L -33, 697, 0, -26, 690, 0, 0, 0, 0
L 809, -141, 0, 815, -147, 0, 0, 0, 0
L -149, 665, 0, -139, 655, 0, 0, 0, 0
L -97, 654, 0, -88, 664, 0, 0, 0, 0
L 815, -229, 0, 821, -235, 0, 0, 0, 0
L -544, 277, 0, -550, 270, 0, 0, 0, 0
L 712, -234, 0, 707, -229, 0, 0, 0, 0
L 707, -147, 0, 700, -140, 0, 0, 0, 0
L 746, -108, 0, 739, -101, 0, 0, 0, 0
L 851, -190, 0, 874, -190, 0, 0, 0, 0
L 639, -676, 0, 647, -684, 0, 0, 0, 0
L 356, -45, 0, 350, -52, 0, 0, 0, 0
L 708, 403, 0, 708, 460, 0, 0, 0, 0
L -35, -210, 0, -33, -211, 0, 0, 0, 0
L 494, 181, 0, 501, 188, 0, 0, 0, 0
L -8, -139, 0, 0, -131, 0, 0, 0, 0
L 333, 75, 0, 323, 75, 0, 0, 0, 0
L -234, 206, 0, -234, 260, 0, 0, 0, 0
L -33, 216, 0, -39, 222, 0, 0, 0, 0
L 716, -478, 0, 716, -476, 0, 0, 0, 0
L -99, 716, 0, -88, 705, 0, 0, 0, 0
L 776, -108, 0, 783, -101, 0, 0, 0, 0
L 658, -278, 0, 665, -285, 0, 0, 0, 0
L 539, 260, 0, 535, 256, 0, 0, 0, 0
L 845, -76, 0, 857, -64, 0, 0, 0, 0
L 333, 33, 0, 360, 60, 0, 0, 0, 0
L 836, -247, 0, 829, -240, 0, 0, 0, 0
L 487, -617, 0, 527, -617, 0, 0, 0, 0
L 649, 515, 0, 649, 525, 0, 0, 0, 0
L 708, 393, 0, 708, 389, 0, 0, 0, 0
L -82, 265, 0, -89, 257, 0, 0, 0, 0
L 597, -718, 0, 605, -726, 0, 0, 0, 0
L 324, -282, 0, 366, -282, 0, 0, 0, 0
L -88, 705, 0, -88, 699, 0, 0, 0, 0
L 827, -134, 0, 829, -132, 0, 0, 0, 0
L 630, 1218, 0, 629, 1213, 0, 0, 0, 0
L 807, -302, 0, 824, -302, 0, 0, 0, 0
L 681, 650, 0, 687, 643, 0, 0, 0, 0
L 749, -44, 0, 734, -29, 0, 0, 0, 0
L -243, 214, 0, -229, 200, 0, 0, 0, 0
L -168, 279, 0, -175, 279, 0, 0, 0, 0
L 632, 642, 0, 624, 634, 0, 0, 0, 0
L 642, 652, 0, 630, 663, 0, 0, 0, 0
L 253, 65, 0, 263, 65, 0, 0, 0, 0
L -147, 666, 0, -147, 706, 0, 0, 0, 0
L 805, -15, 0, 776, -44, 0, 0, 0, 0
L -201, 611, 0, -201, 651, 0, 0, 0, 0
L 691, -242, 0, 685, -247, 0, 0, 0, 0
L 563, 257, 0, 554, 265, 0, 0, 0, 0
L 671, -84, 0, 677, -78, 0, 0, 0, 0
L -136, 278, 0, -150, 264, 0, 0, 0, 0
L -36, 652, 0, -41, 647, 0, 0, 0, 0
L 126, -382, 0, 126, -359, 0, 0, 0, 0
L -104, 246, 0, -116, 258, 0, 0, 0, 0
L 805, -364, 0, 820, -364, 0, 0, 0, 0
L 504, 1064, 0, 560, 1064, 0, 0, 0, 0
L 794, -353, 0, 805, -364, 0, 0, 0, 0
L 458, 214, 0, 456, 216, 0, 0, 0, 0
L -157, 195, 0, -168, 206, 0, 0, 0, 0
L 665, -64, 0, 677, -76, 0, 0, 0, 0
L 27, -104, 0, 19, -112, 0, 0, 0, 0
L 733, -281, 0, 725, -289, 0, 0, 0, 0
L 88, 695, 0, 88, 682, 0, 0, 0, 0
L 447, -597, 0, 468, -597, 0, 0, 0, 0
L -20, 670, 0, -17, 673, 0, 0, 0, 0
L 45, 728, 0, 42, 728, 0, 0, 0, 0
L 643, 650, 0, 640, 647, 0, 0, 0, 0
L 671, -114, 0, 679, -122, 0, 0, 0, 0
L 54, -225, 0, 69, -210, 0, 0, 0, 0
L -115, 197, 0, -117, 196, 0, 0, 0, 0
L -91, 259, 0, -83, 266, 0, 0, 0, 0
L 805, 253, 0, 805, 218, 0, 0, 0, 0
L -59, 242, 0, -67, 250, 0, 0, 0, 0
L 665, -352, 0, 677, -364, 0, 0, 0, 0
L -292, 127, 0, -291, 129, 0, 0, 0, 0
L -370, 229, 0, -337, 262, 0, 0, 0, 0
L 473, -807, 0, 473, -795, 0, 0, 0, 0
L 464, 252, 0, 471, 259, 0, 0, 0, 0
L 615, -699, 0, 610, -705, 0, 0, 0, 0
L 665, -90, 0, 658, -98, 0, 0, 0, 0
L 604, -714, 0, 605, -712, 0, 0, 0, 0
L 687, -74, 0, 687, -78, 0, 0, 0, 0
L 714, 684, 0, 700, 698, 0, 0, 0, 0
L -82, 268, 0, -42, 308, 0, 0, 0, 0
L 681, -802, 0, 669, -814, 0, 0, 0, 0
L 725, -355, 0, 722, -359, 0, 0, 0, 0
L 740, -262, 0, 746, -268, 0, 0, 0, 0
L -105, 650, 0, -118, 637, 0, 0, 0, 0
L 815, -150, 0, 821, -143, 0, 0, 0, 0
L 193, 80, 0, 193, 140, 0, 0, 0, 0
L -223, 194, 0, -211, 182, 0, 0, 0, 0
L 60, -154, 0, 69, -146, 0, 0, 0, 0
L -102, 208, 0, -102, 225, 0, 0, 0, 0
L -73, 175, 0, -80, 182, 0, 0, 0, 0
L 621, -739, 0, 613, -731, 0, 0, 0, 0
L 702, -364, 0, 717, -364, 0, 0, 0, 0
L 802, -137, 0, 786, -121, 0, 0, 0, 0
L -213, 852, 0, -213, 879, 0, 0, 0, 0
L 533, 257, 0, 542, 266, 0, 0, 0, 0
L 625, 403, 0, 665, 403, 0, 0, 0, 0
L 874, -236, 0, 861, -236, 0, 0, 0, 0
L 855, -269, 0, 864, -278, 0, 0, 0, 0
L 805, -12, 0, 820, -12, 0, 0, 0, 0
L 649, 555, 0, 649, 545, 0, 0, 0, 0
L 632, 642, 0, 624, 634, 0, 0, 0, 0
L -88, 414, 0, -88, 334, 0, 0, 0, 0
L 878, 529, 0, 875, 531, 0, 0, 0, 0
L -257, 124, 0, -243, 110, 0, 0, 0, 0
L -8, -169, 0, -2, -176, 0, 0, 0, 0
L 129, -336, 0, 149, -336, 0, 0, 0, 0
L 226, -282, 0, 226, -236, 0, 0, 0, 0
L 216, -396, 0, 215, -398, 0, 0, 0, 0
L -20, 670, 0, -17, 673, 0, 0, 0, 0
L 708, -148, 0, 714, -143, 0, 0, 0, 0
L 474, 198, 0, 477, 194, 0, 0, 0, 0
L 733, -92, 0, 726, -85, 0, 0, 0, 0
L 477, 194, 0, 474, 198, 0, 0, 0, 0
L 702, -12, 0, 717, -12, 0, 0, 0, 0
L 54, -195, 0, 69, -210, 0, 0, 0, 0
L 169, -379, 0, 129, -379, 0, 0, 0, 0
L 675, -304, 0, 678, -302, 0, 0, 0, 0
L 562, 448, 0, 570, 440, 0, 0, 0, 0
L -327, 173, 0, -333, 168, 0, 0, 0, 0
L 682, 716, 0, 667, 716, 0, 0, 0, 0
L 733, -281, 0, 725, -289, 0, 0, 0, 0
L 693, -240, 0, 691, -242, 0, 0, 0, 0
L -2, 584, 0, -42, 584, 0, 0, 0, 0
L 863, -318, 0, 877, -332, 0, 0, 0, 0
L -296, 875, 0, -256, 875, 0, 0, 0, 0
L 603, -69, 0, 603, -49, 0, 0, 0, 0
L -487, 200, 0, -465, 221, 0, 0, 0, 0
L 573, -359, 0, 612, -359, 0, 0, 0, 0
L -42, 308, 0, -82, 268, 0, 0, 0, 0
L 99, -316, 0, 99, -323, 0, 0, 0, 0
L -2, 308, 0, -5, 308, 0, 0, 0, 0
L -104, 246, 0, -97, 253, 0, 0, 0, 0
L -59, 242, 0, -63, 246, 0, 0, 0, 0
L 207, 407, 0, 124, 407, 0, 0, 0, 0
L 617, 613, 0, 610, 620, 0, 0, 0, 0
L 300, 892, 0, 300, 855, 0, 0, 0, 0
L 847, -118, 0, 844, -120, 0, 0, 0, 0
L 831, -233, 0, 831, -193, 0, 0, 0, 0
L 660, -697, 0, 653, -690, 0, 0, 0, 0
L 821, -235, 0, 815, -229, 0, 0, 0, 0
L 478, 263, 0, 484, 269, 0, 0, 0, 0
L 734, -119, 0, 731, -123, 0, 0, 0, 0
L -2, -180, 0, 36, -180, 0, 0, 0, 0
L 618, 628, 0, 611, 621, 0, 0, 0, 0
L -14, -145, 0, -25, -156, 0, 0, 0, 0
L 523, 898, 0, 523, 878, 0, 0, 0, 0
L 27, -104, 0, -19, -104, 0, 0, 0, 0
L -72, 174, 0, -65, 181, 0, 0, 0, 0
L -50, 640, 0, -48, 642, 0, 0, 0, 0
L 789, -92, 0, 795, -85, 0, 0, 0, 0
L 401, 954, 0, 380, 954, 0, 0, 0, 0
L 874, -44, 0, 861, -56, 0, 0, 0, 0
L 644, -814, 0, 629, -814, 0, 0, 0, 0
L 844, -74, 0, 806, -74, 0, 0, 0, 0
L 857, -352, 0, 845, -364, 0, 0, 0, 0
L 787, -282, 0, 789, -284, 0, 0, 0, 0
L 850, -84, 0, 844, -78, 0, 0, 0, 0
L -103, 648, 0, -118, 634, 0, 0, 0, 0
L 665, 383, 0, 665, 367, 0, 0, 0, 0
L 836, -247, 0, 828, -239, 0, 0, 0, 0
L -54, 637, 0, -61, 644, 0, 0, 0, 0
L 34, -111, 0, 27, -104, 0, 0, 0, 0
L 864, -278, 0, 856, -285, 0, 0, 0, 0
L 66, -146, 0, 59, -153, 0, 0, 0, 0
L -32, -210, 0, -19, -197, 0, 0, 0, 0
L -211, 182, 0, -223, 194, 0, 0, 0, 0
L 501, 188, 0, 494, 181, 0, 0, 0, 0
L -33, 216, 0, -38, 210, 0, 0, 0, 0
L -231, 199, 0, -243, 211, 0, 0, 0, 0
L -247, 215, 0, -247, 221, 0, 0, 0, 0
L 512, 243, 0, 516, 240, 0, 0, 0, 0
L 513, -767, 0, 526, -767, 0, 0, 0, 0
L -204, 608, 0, -204, 621, 0, 0, 0, 0
L 712, -141, 0, 707, -147, 0, 0, 0, 0
L 516, 240, 0, 527, 251, 0, 0, 0, 0
L 845, -76, 0, 852, -83, 0, 0, 0, 0
L 665, 403, 0, 665, 410, 0, 0, 0, 0
L -168, 221, 0, -168, 206, 0, 0, 0, 0
L -211, 157, 0, -211, 155, 0, 0, 0, 0
L -86, 706, 0, -79, 713, 0, 0, 0, 0
L -32, 659, 0, -35, 656, 0, 0, 0, 0
L 728, -311, 0, 717, -300, 0, 0, 0, 0
L -307, 193, 0, -297, 204, 0, 0, 0, 0
L 540, 852, 0, 477, 852, 0, 0, 0, 0
L 831, -134, 0, 829, -136, 0, 0, 0, 0
L 877, -44, 0, 863, -58, 0, 0, 0, 0
L 714, 684, 0, 700, 670, 0, 0, 0, 0
L 707, -147, 0, 700, -140, 0, 0, 0, 0
L 27, -107, 0, 32, -112, 0, 0, 0, 0
L 692, 621, 0, 701, 630, 0, 0, 0, 0
L 629, -814, 0, 644, -814, 0, 0, 0, 0
L 677, -364, 0, 665, -352, 0, 0, 0, 0
L -86, 666, 0, -88, 664, 0, 0, 0, 0
L -33, 655, 0, -25, 663, 0, 0, 0, 0
L 548, 269, 0, 561, 256, 0, 0, 0, 0
L 793, -64, 0, 805, -76, 0, 0, 0, 0
L -320, 692, 0, -305, 706, 0, 0, 0, 0
L -65, 331, 0, -5, 331, 0, 0, 0, 0
L 429, 444, 0, 419, 444, 0, 0, 0, 0
L 616, -517, 0, 653, -517, 0, 0, 0, 0
L 624, 669, 0, 615, 679, 0, 0, 0, 0
L 719, -478, 0, 729, -478, 0, 0, 0, 0
L 554, 265, 0, 548, 272, 0, 0, 0, 0
L 568, 382, 0, 598, 412, 0, 0, 0, 0
L 253, 30, 0, 223, 60, 0, 0, 0, 0
L 808, -143, 0, 815, -150, 0, 0, 0, 0
L -76, 656, 0, -68, 648, 0, 0, 0, 0
L 333, 9, 0, 380, 56, 0, 0, 0, 0
L 836, -247, 0, 829, -240, 0, 0, 0, 0
L 233, 512, 0, 233, 503, 0, 0, 0, 0
L 128, -59, 0, 148, -39, 0, 0, 0, 0
L 46, -168, 0, 53, -162, 0, 0, 0, 0
L -267, 221, 0, -277, 221, 0, 0, 0, 0
L 598, -783, 0, 612, -797, 0, 0, 0, 0
L 621, -308, 0, 659, -346, 0, 0, 0, 0
L 698, -782, 0, 685, -769, 0, 0, 0, 0
L 45, 682, 0, 88, 682, 0, 0, 0, 0
L 789, -281, 0, 792, -284, 0, 0, 0, 0
L 143, -259, 0, 143, -223, 0, 0, 0, 0
L -342, 145, 0, -349, 152, 0, 0, 0, 0
L 864, -54, 0, 861, -56, 0, 0, 0, 0
L -320, 180, 0, -317, 184, 0, 0, 0, 0
L 683, 609, 0, 679, 605, 0, 0, 0, 0
L 677, -12, 0, 667, -21, 0, 0, 0, 0
L -349, 152, 0, -342, 145, 0, 0, 0, 0
L -237, 257, 0, -274, 257, 0, 0, 0, 0
L 514, -65, 0, 514, -45, 0, 0, 0, 0
